DATE,HOUR,STATION,SO2,NOX,NO2,CO,O3,FSP
9/2/2024,13,TAP MUN,2,6,3,84,45,12
9/2/2024,14,TAP MUN,2,9,5,83,51,11
9/2/2024,15,TAP MUN,2,7,3,81,56,13
9/2/2024,16,TAP MUN,2,8,4,78,54,13
9/2/2024,17,TAP MUN,2,7,4,77,51,14
9/2/2024,18,TAP MUN,2,7,4,77,51,18
9/2/2024,19,TAP MUN,2,6,3,75,52,19
9/2/2024,20,TAP MUN,2,6,3,74,52,21
9/2/2024,21,TAP MUN,2,7,4,74,53,21
9/2/2024,22,TAP MUN,3,7,4,74,51,29
9/2/2024,23,TAP MUN,2,7,4,72,52,32
9/2/2024,24,TAP MUN,2,7,4,71,53,28
10/2/2024,1,TAP MUN,3,9,5,72,50,25
10/2/2024,2,TAP MUN,5,7,4,71,53,30
10/2/2024,3,TAP MUN,5,6,3,70,56,33
10/2/2024,4,TAP MUN,4,6,2,69,58,32
10/2/2024,5,TAP MUN,3,5,2,69,59,35
10/2/2024,6,TAP MUN,4,6,3,71,60,39
10/2/2024,7,TAP MUN,4,6,3,71,64,43
10/2/2024,8,TAP MUN,4,6,3,72,65,46
10/2/2024,9,TAP MUN,3,7,4,73,64,43
10/2/2024,10,TAP MUN,4,6,3,74,65,40
10/2/2024,11,TAP MUN,4,7,3,75,66,44
10/2/2024,12,TAP MUN,4,7,3,75,70,46
10/2/2024,13,TAP MUN,4,8,4,75,76,43
10/2/2024,14,TAP MUN,3,7,3,73,84,36
10/2/2024,15,TAP MUN,3,6,3,75,86,29
10/2/2024,16,TAP MUN,3,6,3,76,87,29
10/2/2024,17,TAP MUN,2,7,3,76,82,25
10/2/2024,18,TAP MUN,2,8,5,74,82,19
10/2/2024,19,TAP MUN,2,10,7,72,72,22
10/2/2024,20,TAP MUN,2,10,6,72,51,20
10/2/2024,21,TAP MUN,1,10,6,73,43,18
10/2/2024,22,TAP MUN,1,9,5,72,41,19
10/2/2024,23,TAP MUN,1,8,5,73,40,21
10/2/2024,24,TAP MUN,1,7,4,72,39,24
11/2/2024,1,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,20
11/2/2024,2,TAP MUN,1,8,5,74,33,20
11/2/2024,3,TAP MUN,1,11,8,76,39,22
11/2/2024,4,TAP MUN,1,16,13,75,34,28
11/2/2024,5,TAP MUN,1,15,11,71,42,29
11/2/2024,6,TAP MUN,2,6,3,68,73,29
11/2/2024,7,TAP MUN,2,14,11,68,45,33
11/2/2024,8,TAP MUN,2,15,12,69,54,30
11/2/2024,9,TAP MUN,3,11,6,68,69,31
11/2/2024,10,TAP MUN,3,8,4,67,78,32
11/2/2024,11,TAP MUN,4,15,9,63,84,32
11/2/2024,12,TAP MUN,4,9,5,65,105,28
11/2/2024,13,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,26
11/2/2024,14,TAP MUN,4,7,3,55,115,23
11/2/2024,15,TAP MUN,3,7,4,52,112,19
11/2/2024,16,TAP MUN,3,11,7,53,111,17
11/2/2024,17,TAP MUN,3,7,3,56,125,21
11/2/2024,18,TAP MUN,3,9,6,60,133,26
11/2/2024,19,TAP MUN,2,8,4,55,119,23
11/2/2024,20,TAP MUN,2,10,7,51,106,19
11/2/2024,21,TAP MUN,2,9,6,46,107,16
11/2/2024,22,TAP MUN,2,6,2,48,112,12
11/2/2024,23,TAP MUN,2,6,3,47,110,15
11/2/2024,24,TAP MUN,2,5,1,45,111,13
12/2/2024,1,TAP MUN,2,10,7,45,103,11
12/2/2024,2,TAP MUN,2,6,2,47,105,13
12/2/2024,3,TAP MUN,2,6,2,47,105,16
12/2/2024,4,TAP MUN,2,6,3,48,104,16
12/2/2024,5,TAP MUN,2,8,5,49,103,17
12/2/2024,6,TAP MUN,2,6,3,49,92,16
12/2/2024,7,TAP MUN,2,6,3,48,91,16
12/2/2024,8,TAP MUN,2,10,6,49,88,17
12/2/2024,9,TAP MUN,2,6,3,48,99,16
12/2/2024,10,TAP MUN,3,6,2,49,105,15
12/2/2024,11,TAP MUN,2,5,2,51,110,16
12/2/2024,12,TAP MUN,2,6,2,51,115,17
12/2/2024,13,TAP MUN,2,6,3,51,119,19
12/2/2024,14,TAP MUN,2,6,3,50,122,16
12/2/2024,15,TAP MUN,2,6,3,51,126,17
12/2/2024,16,TAP MUN,2,6,3,51,131,16
12/2/2024,17,TAP MUN,2,7,4,51,134,19
12/2/2024,18,TAP MUN,2,8,4,50,133,15
12/2/2024,19,TAP MUN,2,12,9,50,128,16
12/2/2024,20,TAP MUN,2,10,7,51,122,16
12/2/2024,21,TAP MUN,2,12,9,51,112,15
12/2/2024,22,TAP MUN,1,9,6,50,81,14
12/2/2024,23,TAP MUN,1,9,6,50,70,13
12/2/2024,24,TAP MUN,1,12,9,51,90,12
13/2/2024,1,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,13
13/2/2024,2,TAP MUN,2,9,6,56,106,15
13/2/2024,3,TAP MUN,2,7,4,56,111,18
13/2/2024,4,TAP MUN,2,7,4,56,97,19
13/2/2024,5,TAP MUN,2,8,5,57,91,21
13/2/2024,6,TAP MUN,1,8,5,58,90,20
13/2/2024,7,TAP MUN,1,9,6,60,77,21
13/2/2024,8,TAP MUN,1,10,7,61,71,21
13/2/2024,9,TAP MUN,2,9,6,63,83,22
13/2/2024,10,TAP MUN,2,14,9,60,98,22
13/2/2024,11,TAP MUN,3,17,12,58,111,20
13/2/2024,12,TAP MUN,2,7,4,56,124,17
13/2/2024,13,TAP MUN,2,9,5,56,128,18
13/2/2024,14,TAP MUN,2,6,3,57,129,17
13/2/2024,15,TAP MUN,2,12,8,57,128,16
13/2/2024,16,TAP MUN,2,6,3,57,133,19
13/2/2024,17,TAP MUN,2,6,3,57,129,21
13/2/2024,18,TAP MUN,2,6,3,59,128,19
13/2/2024,19,TAP MUN,2,6,3,59,129,19
13/2/2024,20,TAP MUN,2,9,6,60,127,19
13/2/2024,21,TAP MUN,2,8,4,60,123,19
13/2/2024,22,TAP MUN,1,8,5,59,97,18
13/2/2024,23,TAP MUN,1,7,4,59,67,17
13/2/2024,24,TAP MUN,1,7,3,59,69,19
14/2/2024,1,TAP MUN,1,12,9,60,76,20
14/2/2024,2,TAP MUN,1,13,9,61,74,21
14/2/2024,3,TAP MUN,1,10,6,60,59,19
14/2/2024,4,TAP MUN,1,8,5,60,57,16
14/2/2024,5,TAP MUN,1,8,5,60,57,16
14/2/2024,6,TAP MUN,1,7,4,60,47,19
14/2/2024,7,TAP MUN,1,8,5,60,49,19
14/2/2024,8,TAP MUN,1,7,4,62,43,15
14/2/2024,9,TAP MUN,1,8,4,62,67,13
14/2/2024,10,TAP MUN,2,20,14,59,84,15
14/2/2024,11,TAP MUN,2,8,4,58,104,14
14/2/2024,12,TAP MUN,2,7,3,56,111,13
14/2/2024,13,TAP MUN,2,9,5,57,114,13
14/2/2024,14,TAP MUN,1,6,3,57,116,15
14/2/2024,15,TAP MUN,2,6,3,58,117,13
14/2/2024,16,TAP MUN,2,7,3,59,112,15
14/2/2024,17,TAP MUN,1,4,1,56,105,15
14/2/2024,18,TAP MUN,1,6,3,56,104,15
14/2/2024,19,TAP MUN,2,10,7,57,104,12
14/2/2024,20,TAP MUN,1,11,8,59,96,15
14/2/2024,21,TAP MUN,1,13,10,59,76,15
14/2/2024,22,TAP MUN,1,10,7,59,71,14
14/2/2024,23,TAP MUN,1,8,5,58,61,16
14/2/2024,24,TAP MUN,1,6,3,58,57,14
15/2/2024,1,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,13
15/2/2024,2,TAP MUN,2,9,6,60,60,13
15/2/2024,3,TAP MUN,1,8,5,59,64,14
15/2/2024,4,TAP MUN,1,7,3,59,43,13
15/2/2024,5,TAP MUN,1,7,4,60,41,12
15/2/2024,6,TAP MUN,1,8,5,59,35,11
15/2/2024,7,TAP MUN,1,13,9,61,35,13
15/2/2024,8,TAP MUN,1,13,9,66,33,14
15/2/2024,9,TAP MUN,1,17,12,67,50,16
15/2/2024,10,TAP MUN,2,17,11,61,71,15
15/2/2024,11,TAP MUN,2,11,7,62,83,16
15/2/2024,12,TAP MUN,1,10,6,58,93,15
15/2/2024,13,TAP MUN,1,6,3,51,N.A.,12
15/2/2024,14,TAP MUN,1,9,5,53,92,7
15/2/2024,15,TAP MUN,1,12,7,54,91,9
15/2/2024,16,TAP MUN,1,7,3,52,93,9
15/2/2024,17,TAP MUN,1,7,4,54,100,8
15/2/2024,18,TAP MUN,2,18,14,57,93,10
15/2/2024,19,TAP MUN,2,20,17,58,77,7
15/2/2024,20,TAP MUN,1,23,19,60,61,8
15/2/2024,21,TAP MUN,1,20,16,59,67,10
15/2/2024,22,TAP MUN,1,22,18,62,32,11
15/2/2024,23,TAP MUN,1,26,22,61,28,13
15/2/2024,24,TAP MUN,1,26,22,61,24,12
16/2/2024,1,TAP MUN,1,19,16,61,41,10
16/2/2024,2,TAP MUN,1,15,12,61,49,12
16/2/2024,3,TAP MUN,1,19,16,64,43,16
16/2/2024,4,TAP MUN,2,45,41,65,28,18
16/2/2024,5,TAP MUN,2,17,14,75,57,19
16/2/2024,6,TAP MUN,1,7,4,85,65,14
16/2/2024,7,TAP MUN,1,8,4,89,66,10
16/2/2024,8,TAP MUN,1,11,8,92,63,7
16/2/2024,9,TAP MUN,1,8,4,92,67,5
16/2/2024,10,TAP MUN,1,8,5,90,68,8
16/2/2024,11,TAP MUN,2,17,11,84,65,11
16/2/2024,12,TAP MUN,2,14,9,71,75,18
16/2/2024,13,TAP MUN,1,8,4,72,95,18
16/2/2024,14,TAP MUN,1,6,3,70,101,14
16/2/2024,15,TAP MUN,1,7,3,70,104,12
16/2/2024,16,TAP MUN,1,7,3,65,103,12
16/2/2024,17,TAP MUN,2,7,4,63,106,10
16/2/2024,18,TAP MUN,1,7,4,63,108,11
16/2/2024,19,TAP MUN,1,7,4,64,106,10
16/2/2024,20,TAP MUN,1,7,4,65,106,10
16/2/2024,21,TAP MUN,1,7,4,60,95,11
16/2/2024,22,TAP MUN,1,6,3,59,94,7
16/2/2024,23,TAP MUN,1,6,3,58,91,7
16/2/2024,24,TAP MUN,1,9,6,57,86,7
17/2/2024,1,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,7
17/2/2024,2,TAP MUN,2,6,3,60,87,9
17/2/2024,3,TAP MUN,1,5,2,60,92,9
17/2/2024,4,TAP MUN,1,5,2,N.A.,92,6
17/2/2024,5,TAP MUN,1,6,3,N.A.,89,7
17/2/2024,6,TAP MUN,1,6,3,N.A.,85,8
17/2/2024,7,TAP MUN,1,6,3,N.A.,85,10
17/2/2024,8,TAP MUN,1,7,4,N.A.,85,9
17/2/2024,9,TAP MUN,1,8,4,N.A.,87,10
17/2/2024,10,TAP MUN,1,9,5,N.A.,88,9
17/2/2024,11,TAP MUN,2,10,6,N.A.,93,11
17/2/2024,12,TAP MUN,1,9,5,N.A.,97,13
17/2/2024,13,TAP MUN,1,9,5,N.A.,108,10
17/2/2024,14,TAP MUN,1,7,4,N.A.,117,11
17/2/2024,15,TAP MUN,2,7,4,N.A.,122,12
17/2/2024,16,TAP MUN,1,6,3,N.A.,120,12
17/2/2024,17,TAP MUN,1,12,8,N.A.,119,11
17/2/2024,18,TAP MUN,1,7,4,N.A.,121,13
17/2/2024,19,TAP MUN,1,7,4,N.A.,119,10
17/2/2024,20,TAP MUN,1,7,4,N.A.,99,11
17/2/2024,21,TAP MUN,1,13,10,N.A.,82,10
17/2/2024,22,TAP MUN,1,15,12,N.A.,73,9
17/2/2024,23,TAP MUN,1,10,7,N.A.,66,10
17/2/2024,24,TAP MUN,1,8,5,N.A.,62,9
18/2/2024,1,TAP MUN,1,11,7,N.A.,55,9
18/2/2024,2,TAP MUN,1,10,7,N.A.,43,8
18/2/2024,3,TAP MUN,1,9,5,N.A.,43,10
18/2/2024,4,TAP MUN,1,8,4,N.A.,44,9
18/2/2024,5,TAP MUN,1,7,4,N.A.,31,8
18/2/2024,6,TAP MUN,1,9,5,N.A.,29,8
18/2/2024,7,TAP MUN,1,8,5,N.A.,38,7
18/2/2024,8,TAP MUN,1,11,7,N.A.,51,8
18/2/2024,9,TAP MUN,1,11,8,N.A.,62,8
18/2/2024,10,TAP MUN,1,14,10,15,62,11
18/2/2024,11,TAP MUN,1,10,6,17,76,11
18/2/2024,12,TAP MUN,2,10,6,18,90,15
18/2/2024,13,TAP MUN,2,8,4,17,107,17
18/2/2024,14,TAP MUN,2,7,4,18,117,14
18/2/2024,15,TAP MUN,2,8,4,18,115,14
18/2/2024,16,TAP MUN,2,7,3,18,116,14
18/2/2024,17,TAP MUN,1,10,7,18,113,13
18/2/2024,18,TAP MUN,1,8,5,19,119,13
18/2/2024,19,TAP MUN,1,9,5,19,120,16
18/2/2024,20,TAP MUN,1,9,5,22,109,16
18/2/2024,21,TAP MUN,1,7,4,21,102,11
18/2/2024,22,TAP MUN,1,9,6,20,92,10
18/2/2024,23,TAP MUN,1,9,5,21,75,6
18/2/2024,24,TAP MUN,1,10,7,20,55,6
19/2/2024,1,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,7
19/2/2024,2,TAP MUN,4,20,16,22,34,9
19/2/2024,3,TAP MUN,3,14,10,23,26,9
19/2/2024,4,TAP MUN,2,12,8,23,17,13
19/2/2024,5,TAP MUN,1,11,7,23,18,8
19/2/2024,6,TAP MUN,1,8,5,24,19,12
19/2/2024,7,TAP MUN,1,12,9,24,40,14
19/2/2024,8,TAP MUN,1,11,8,25,51,13
19/2/2024,9,TAP MUN,1,26,20,24,36,8
19/2/2024,10,TAP MUN,1,17,13,23,40,9
19/2/2024,11,TAP MUN,1,26,19,21,33,8
19/2/2024,12,TAP MUN,1,36,26,22,28,5
19/2/2024,13,TAP MUN,1,19,13,23,42,9
19/2/2024,14,TAP MUN,1,15,10,24,47,6
19/2/2024,15,TAP MUN,1,21,14,24,48,9
19/2/2024,16,TAP MUN,2,18,12,21,54,10
19/2/2024,17,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,8
19/2/2024,18,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,7
19/2/2024,19,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,8
19/2/2024,20,TAP MUN,2,12,9,19,55,5
19/2/2024,21,TAP MUN,1,19,16,17,46,4
19/2/2024,22,TAP MUN,2,17,13,16,47,4
19/2/2024,23,TAP MUN,1,12,9,16,46,6
19/2/2024,24,TAP MUN,1,11,8,16,45,5
20/2/2024,1,TAP MUN,1,16,12,17,37,6
20/2/2024,2,TAP MUN,1,16,12,17,35,5
20/2/2024,3,TAP MUN,3,12,8,19,36,4
20/2/2024,4,TAP MUN,1,10,7,17,37,4
20/2/2024,5,TAP MUN,1,9,5,18,37,7
20/2/2024,6,TAP MUN,1,10,7,18,39,6
20/2/2024,7,TAP MUN,1,13,10,19,39,7
20/2/2024,8,TAP MUN,1,12,8,19,42,5
20/2/2024,9,TAP MUN,1,14,9,20,40,6
20/2/2024,10,TAP MUN,1,23,14,20,34,9
20/2/2024,11,TAP MUN,1,22,13,23,37,10
20/2/2024,12,TAP MUN,1,19,11,22,46,6
20/2/2024,13,TAP MUN,1,11,6,23,60,7
20/2/2024,14,TAP MUN,1,11,7,22,67,9
20/2/2024,15,TAP MUN,1,8,4,23,73,10
20/2/2024,16,TAP MUN,1,11,7,22,70,11
20/2/2024,17,TAP MUN,1,11,8,23,70,12
20/2/2024,18,TAP MUN,1,21,17,23,58,9
20/2/2024,19,TAP MUN,1,16,13,23,61,9
20/2/2024,20,TAP MUN,1,12,9,22,57,7
20/2/2024,21,TAP MUN,1,14,11,22,49,4
20/2/2024,22,TAP MUN,1,10,7,22,50,3
20/2/2024,23,TAP MUN,1,17,14,22,40,4
20/2/2024,24,TAP MUN,1,15,11,22,45,6
21/2/2024,1,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,6
21/2/2024,2,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,8
21/2/2024,3,TAP MUN,2,7,4,22,56,10
21/2/2024,4,TAP MUN,1,6,2,22,49,7
21/2/2024,5,TAP MUN,1,11,7,22,43,6
21/2/2024,6,TAP MUN,1,11,8,22,38,5
21/2/2024,7,TAP MUN,1,11,8,21,34,4
21/2/2024,8,TAP MUN,1,15,11,23,39,5
21/2/2024,9,TAP MUN,1,12,8,23,45,4
21/2/2024,10,TAP MUN,1,13,7,23,45,3
21/2/2024,11,TAP MUN,1,20,10,22,43,6
21/2/2024,12,TAP MUN,2,32,17,22,41,5
21/2/2024,13,TAP MUN,2,10,5,25,72,7
21/2/2024,14,TAP MUN,1,6,2,22,85,6
21/2/2024,15,TAP MUN,1,9,4,21,83,6
21/2/2024,16,TAP MUN,1,5,2,21,87,7
21/2/2024,17,TAP MUN,1,5,2,20,87,6
21/2/2024,18,TAP MUN,1,5,2,19,82,5
21/2/2024,19,TAP MUN,1,6,3,18,69,4
21/2/2024,20,TAP MUN,1,7,4,18,60,3
21/2/2024,21,TAP MUN,1,10,7,19,54,3
21/2/2024,22,TAP MUN,1,10,7,19,51,4
21/2/2024,23,TAP MUN,1,11,8,18,44,2
21/2/2024,24,TAP MUN,1,9,5,17,34,5
22/2/2024,1,TAP MUN,1,8,5,20,34,6
22/2/2024,2,TAP MUN,1,13,9,18,27,6
22/2/2024,3,TAP MUN,1,9,6,17,26,5
22/2/2024,4,TAP MUN,1,12,8,17,20,4
22/2/2024,5,TAP MUN,1,13,10,16,17,5
22/2/2024,6,TAP MUN,1,13,9,17,19,2
22/2/2024,7,TAP MUN,1,14,10,18,25,4
22/2/2024,8,TAP MUN,1,11,7,18,33,2
22/2/2024,9,TAP MUN,1,12,8,20,33,2
22/2/2024,10,TAP MUN,1,17,11,19,28,3
22/2/2024,11,TAP MUN,1,15,9,18,37,3
22/2/2024,12,TAP MUN,1,15,8,18,46,5
22/2/2024,13,TAP MUN,1,5,2,16,67,6
22/2/2024,14,TAP MUN,1,6,2,18,72,7
22/2/2024,15,TAP MUN,1,6,2,17,78,5
22/2/2024,16,TAP MUN,1,6,2,18,81,5
22/2/2024,17,TAP MUN,1,5,2,17,79,9
22/2/2024,18,TAP MUN,1,6,3,17,76,8
22/2/2024,19,TAP MUN,1,6,3,15,78,7
22/2/2024,20,TAP MUN,1,6,3,16,74,6
22/2/2024,21,TAP MUN,1,6,3,17,65,10
22/2/2024,22,TAP MUN,1,6,3,16,57,10
22/2/2024,23,TAP MUN,1,7,3,17,42,8
22/2/2024,24,TAP MUN,1,8,5,17,39,11
23/2/2024,1,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,10
23/2/2024,2,TAP MUN,2,8,5,35,44,8
23/2/2024,3,TAP MUN,1,8,4,34,46,6
23/2/2024,4,TAP MUN,1,7,4,33,48,8
23/2/2024,5,TAP MUN,1,11,7,31,36,11
23/2/2024,6,TAP MUN,1,12,9,32,31,12
23/2/2024,7,TAP MUN,1,14,11,33,20,10
23/2/2024,8,TAP MUN,1,25,15,33,15,11
23/2/2024,9,TAP MUN,1,20,14,33,17,9
23/2/2024,10,TAP MUN,2,18,13,34,19,8
23/2/2024,11,TAP MUN,2,24,16,36,18,9
23/2/2024,12,TAP MUN,2,24,15,38,23,12
23/2/2024,13,TAP MUN,2,26,17,38,25,11
23/2/2024,14,TAP MUN,2,22,15,39,36,14
23/2/2024,15,TAP MUN,2,20,15,39,42,15
23/2/2024,16,TAP MUN,2,17,13,38,46,15
23/2/2024,17,TAP MUN,2,19,15,39,48,15
23/2/2024,18,TAP MUN,2,20,17,38,44,17
23/2/2024,19,TAP MUN,2,21,18,38,46,17
23/2/2024,20,TAP MUN,2,18,15,38,48,17
23/2/2024,21,TAP MUN,2,21,17,38,41,19
23/2/2024,22,TAP MUN,2,24,21,38,39,16
23/2/2024,23,TAP MUN,2,21,18,37,37,12
23/2/2024,24,TAP MUN,2,15,11,36,36,11
24/2/2024,1,TAP MUN,2,14,11,36,34,12
24/2/2024,2,TAP MUN,2,12,9,36,33,12
24/2/2024,3,TAP MUN,2,10,7,36,33,11
24/2/2024,4,TAP MUN,1,11,8,35,31,11
24/2/2024,5,TAP MUN,1,10,7,35,28,N.A.
24/2/2024,6,TAP MUN,2,11,8,35,27,N.A.
24/2/2024,7,TAP MUN,1,10,7,37,27,10
24/2/2024,8,TAP MUN,1,10,7,36,26,11
24/2/2024,9,TAP MUN,1,11,7,37,26,9
24/2/2024,10,TAP MUN,2,15,9,36,24,9
24/2/2024,11,TAP MUN,1,17,8,39,29,9
24/2/2024,12,TAP MUN,2,17,9,36,39,13
24/2/2024,13,TAP MUN,2,16,9,36,52,9
24/2/2024,14,TAP MUN,2,18,11,38,52,9
24/2/2024,15,TAP MUN,2,14,10,38,57,15
24/2/2024,16,TAP MUN,2,15,10,37,51,12
24/2/2024,17,TAP MUN,2,15,10,37,50,10
24/2/2024,18,TAP MUN,1,14,10,36,47,9
24/2/2024,19,TAP MUN,1,14,11,37,42,9
24/2/2024,20,TAP MUN,1,14,10,37,40,10
24/2/2024,21,TAP MUN,2,13,10,38,38,13
24/2/2024,22,TAP MUN,2,11,8,36,39,15
24/2/2024,23,TAP MUN,2,11,8,36,36,14
24/2/2024,24,TAP MUN,1,10,7,36,34,13
25/2/2024,1,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,12
25/2/2024,2,TAP MUN,2,11,8,37,30,15
25/2/2024,3,TAP MUN,2,14,10,36,27,10
25/2/2024,4,TAP MUN,2,10,7,37,28,11
25/2/2024,5,TAP MUN,1,9,6,37,28,10
25/2/2024,6,TAP MUN,1,10,7,38,26,8
25/2/2024,7,TAP MUN,1,8,5,37,29,8
25/2/2024,8,TAP MUN,1,8,5,37,30,7
25/2/2024,9,TAP MUN,1,9,5,37,29,6
25/2/2024,10,TAP MUN,1,10,5,39,31,8
25/2/2024,11,TAP MUN,1,11,5,39,32,7
25/2/2024,12,TAP MUN,2,13,6,38,34,10
25/2/2024,13,TAP MUN,2,15,8,38,40,8
25/2/2024,14,TAP MUN,2,17,9,39,49,9
25/2/2024,15,TAP MUN,2,12,7,39,58,11
25/2/2024,16,TAP MUN,2,13,8,39,60,11
25/2/2024,17,TAP MUN,2,15,10,39,58,13
25/2/2024,18,TAP MUN,2,16,12,39,54,9
25/2/2024,19,TAP MUN,1,13,9,38,52,7
25/2/2024,20,TAP MUN,2,16,13,40,43,8
25/2/2024,21,TAP MUN,1,17,13,40,37,10
25/2/2024,22,TAP MUN,2,16,13,40,34,11
25/2/2024,23,TAP MUN,2,17,14,40,33,10
25/2/2024,24,TAP MUN,2,26,23,40,26,9
26/2/2024,1,TAP MUN,2,20,17,42,30,9
26/2/2024,2,TAP MUN,2,12,9,41,33,9
26/2/2024,3,TAP MUN,2,12,9,41,35,13
26/2/2024,4,TAP MUN,1,12,9,42,34,15
26/2/2024,5,TAP MUN,2,14,11,43,31,13
26/2/2024,6,TAP MUN,2,15,12,43,29,13
26/2/2024,7,TAP MUN,2,16,12,42,26,15
26/2/2024,8,TAP MUN,2,12,9,42,28,17
26/2/2024,9,TAP MUN,2,14,10,43,27,13
26/2/2024,10,TAP MUN,2,16,10,44,30,18
26/2/2024,11,TAP MUN,2,16,10,45,36,22
26/2/2024,12,TAP MUN,2,18,11,46,43,22
26/2/2024,13,TAP MUN,3,18,11,46,56,22
26/2/2024,14,TAP MUN,4,13,9,46,80,21
26/2/2024,15,TAP MUN,3,11,7,46,96,23
26/2/2024,16,TAP MUN,3,16,12,47,99,23
26/2/2024,17,TAP MUN,2,13,9,45,103,24
26/2/2024,18,TAP MUN,2,11,8,47,105,22
26/2/2024,19,TAP MUN,2,18,15,48,93,29
26/2/2024,20,TAP MUN,2,11,8,49,104,29
26/2/2024,21,TAP MUN,2,10,7,48,100,30
26/2/2024,22,TAP MUN,2,10,6,47,99,25
26/2/2024,23,TAP MUN,1,8,5,44,96,20
26/2/2024,24,TAP MUN,1,13,10,47,72,20
27/2/2024,1,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,20
27/2/2024,2,TAP MUN,3,14,10,45,40,15
27/2/2024,3,TAP MUN,2,13,9,44,38,14
27/2/2024,4,TAP MUN,2,13,10,41,36,11
27/2/2024,5,TAP MUN,2,11,8,40,34,13
27/2/2024,6,TAP MUN,2,12,8,39,31,10
27/2/2024,7,TAP MUN,2,12,8,39,30,10
27/2/2024,8,TAP MUN,2,12,9,39,28,10
27/2/2024,9,TAP MUN,1,12,8,40,29,10
27/2/2024,10,TAP MUN,2,14,9,41,29,10
27/2/2024,11,TAP MUN,2,14,8,42,34,11
27/2/2024,12,TAP MUN,2,16,9,43,40,12
27/2/2024,13,TAP MUN,2,16,10,43,52,11
27/2/2024,14,TAP MUN,2,13,8,44,69,16
27/2/2024,15,TAP MUN,2,11,7,44,77,17
27/2/2024,16,TAP MUN,2,12,8,43,80,16
27/2/2024,17,TAP MUN,2,12,8,44,85,17
27/2/2024,18,TAP MUN,2,11,8,47,88,19
27/2/2024,19,TAP MUN,2,13,10,48,85,22
27/2/2024,20,TAP MUN,2,11,8,47,85,23
27/2/2024,21,TAP MUN,2,10,7,49,95,22
27/2/2024,22,TAP MUN,2,10,7,47,99,29
27/2/2024,23,TAP MUN,2,9,6,46,94,21
27/2/2024,24,TAP MUN,2,9,6,40,95,15
28/2/2024,1,TAP MUN,2,8,5,40,96,13
28/2/2024,2,TAP MUN,2,7,4,38,98,12
28/2/2024,3,TAP MUN,2,8,5,38,95,13
28/2/2024,4,TAP MUN,2,8,5,37,92,13
28/2/2024,5,TAP MUN,2,8,4,37,93,14
28/2/2024,6,TAP MUN,2,7,4,38,92,13
28/2/2024,7,TAP MUN,1,8,5,38,89,10
28/2/2024,8,TAP MUN,1,8,4,41,86,13
28/2/2024,9,TAP MUN,2,8,5,40,85,14
28/2/2024,10,TAP MUN,1,8,5,39,85,13
28/2/2024,11,TAP MUN,2,9,6,37,84,14
28/2/2024,12,TAP MUN,1,9,5,38,88,16
28/2/2024,13,TAP MUN,1,8,4,40,99,15
28/2/2024,14,TAP MUN,1,9,6,40,105,16
28/2/2024,15,TAP MUN,1,9,5,38,112,13
28/2/2024,16,TAP MUN,1,8,5,38,115,17
28/2/2024,17,TAP MUN,1,8,4,36,115,15
28/2/2024,18,TAP MUN,1,7,4,35,114,13
28/2/2024,19,TAP MUN,1,7,4,35,110,13
28/2/2024,20,TAP MUN,1,7,3,35,100,10
28/2/2024,21,TAP MUN,1,7,4,36,87,11
28/2/2024,22,TAP MUN,1,9,5,36,82,14
28/2/2024,23,TAP MUN,1,7,4,36,80,13
28/2/2024,24,TAP MUN,1,7,4,35,77,10
29/2/2024,1,TAP MUN,N.A.,N.A.,N.A.,N.A.,N.A.,10
29/2/2024,2,TAP MUN,2,8,5,36,56,12
29/2/2024,3,TAP MUN,2,6,3,36,57,11
29/2/2024,4,TAP MUN,1,5,2,35,53,10
29/2/2024,5,TAP MUN,1,7,4,37,51,10
29/2/2024,6,TAP MUN,1,16,13,44,28,14
29/2/2024,7,TAP MUN,1,16,12,45,27,22
29/2/2024,8,TAP MUN,1,15,12,43,40,21
29/2/2024,9,TAP MUN,1,12,8,42,49,17
29/2/2024,10,TAP MUN,1,13,9,43,51,17
29/2/2024,11,TAP MUN,1,13,9,40,76,14
29/2/2024,12,TAP MUN,1,11,7,37,84,14
29/2/2024,13,TAP MUN,1,9,6,38,91,13
29/2/2024,14,TAP MUN,1,9,5,39,91,15
29/2/2024,15,TAP MUN,1,12,9,45,84,16
29/2/2024,16,TAP MUN,1,78,62,70,19,32
29/2/2024,17,TAP MUN,1,26,21,56,20,29
29/2/2024,18,TAP MUN,1,20,15,55,26,7
29/2/2024,19,TAP MUN,1,14,11,54,36,2
